N_unmapped	354478	354478	354478
N_multimapping	2442956	2442956	2442956
N_noFeature	1325763	1449841	17812699
N_ambiguous	572193	172105	28172
ENSMUSG00000102693.1	0	0	0
ENSMUSG00000064842.1	0	0	0
ENSMUSG00000051951.5	804	800	4
ENSMUSG00000102851.1	0	0	0
ENSMUSG00000103377.1	0	0	0
ENSMUSG00000104017.1	0	0	0
ENSMUSG00000103025.1	1	1	0
ENSMUSG00000089699.1	0	0	0
ENSMUSG00000103201.1	0	0	0
ENSMUSG00000103147.1	0	0	0
ENSMUSG00000103161.1	0	0	0
ENSMUSG00000102331.1	1	1	0
ENSMUSG00000102348.1	2	2	0
ENSMUSG00000102592.1	0	0	0
ENSMUSG00000088333.2	0	0	0
ENSMUSG00000102343.1	0	0	0
ENSMUSG00000102948.1	0	0	0
ENSMUSG00000025900.8	1	1	0
ENSMUSG00000104123.1	0	0	0
ENSMUSG00000025902.11	79	81	0
ENSMUSG00000104238.1	0	0	2
ENSMUSG00000102269.1	4	4	0
ENSMUSG00000096126.1	0	0	0
ENSMUSG00000103003.1	0	0	0
ENSMUSG00000104328.1	0	0	0
ENSMUSG00000102735.1	0	0	0
ENSMUSG00000098104.1	3	3	0
ENSMUSG00000102175.1	1	1	0
ENSMUSG00000088000.1	0	0	0
ENSMUSG00000103265.1	0	0	0
ENSMUSG00000103922.1	1	1	0
ENSMUSG00000033845.11	423	423	0
ENSMUSG00000102275.1	2	2	0
ENSMUSG00000025903.12	344	344	0
ENSMUSG00000104217.1	0	0	0
ENSMUSG00000033813.13	559	558	1
ENSMUSG00000062588.4	1	1	0
ENSMUSG00000103280.1	47	45	2
ENSMUSG00000002459.15	449	444	5
ENSMUSG00000091305.1	0	0	0
ENSMUSG00000102653.1	2	2	0
ENSMUSG00000085623.1	1	0	1
ENSMUSG00000091665.1	0	0	0
ENSMUSG00000033793.10	2913	2912	1
ENSMUSG00000104352.1	0	0	0
ENSMUSG00000104046.1	0	0	0
ENSMUSG00000102907.1	0	0	0
ENSMUSG00000025905.11	34	34	0
ENSMUSG00000103936.1	0	0	0
ENSMUSG00000093015.1	0	0	0
ENSMUSG00000103519.1	0	0	0
ENSMUSG00000033774.4	57	57	0
ENSMUSG00000103090.1	0	0	0
ENSMUSG00000025907.12	1178	1181	0
ENSMUSG00000090031.2	7	7	3
ENSMUSG00000087247.3	0	0	0
ENSMUSG00000103355.1	0	0	0
ENSMUSG00000102706.1	0	0	0
ENSMUSG00000103845.1	18	18	0
ENSMUSG00000033740.15	51	51	0
ENSMUSG00000103329.2	6	0	6
ENSMUSG00000104385.1	0	0	0
ENSMUSG00000102135.1	0	0	0
ENSMUSG00000103282.1	0	0	0
ENSMUSG00000102534.1	0	0	0
ENSMUSG00000102213.1	0	0	0
ENSMUSG00000103629.1	0	0	0
ENSMUSG00000051285.15	1630	1627	3
ENSMUSG00000098201.1	0	0	0
ENSMUSG00000103509.1	53	53	0
ENSMUSG00000048538.7	0	0	0
ENSMUSG00000103709.1	0	0	0
ENSMUSG00000077244.1	0	0	0
ENSMUSG00000102768.1	0	0	0
ENSMUSG00000097797.4	9	9	0
ENSMUSG00000103498.1	0	0	0
ENSMUSG00000103067.1	0	0	0
ENSMUSG00000102320.1	0	0	0
ENSMUSG00000104226.1	0	0	0
ENSMUSG00000103903.1	0	0	0
ENSMUSG00000103557.1	0	0	0
ENSMUSG00000025909.14	300	294	6
ENSMUSG00000102647.1	0	0	0
ENSMUSG00000086235.1	0	0	0
ENSMUSG00000102253.1	0	0	0
ENSMUSG00000093970.1	0	0	0
ENSMUSG00000103884.1	0	0	0
ENSMUSG00000084353.1	0	0	0
ENSMUSG00000103933.1	0	0	0
ENSMUSG00000076135.1	0	0	0
ENSMUSG00000086195.1	0	0	0
ENSMUSG00000104504.1	0	0	0
ENSMUSG00000066693.2	1	1	0
ENSMUSG00000102316.1	0	0	0
ENSMUSG00000103819.1	0	0	0
ENSMUSG00000102871.1	0	0	0
ENSMUSG00000101571.2	0	0	0
ENSMUSG00000104428.1	0	0	0
ENSMUSG00000102272.1	0	0	0
ENSMUSG00000065625.1	0	0	0
ENSMUSG00000103411.1	1	1	0
ENSMUSG00000061024.8	271	268	3
ENSMUSG00000025911.12	329	407	2
ENSMUSG00000079671.6	14	9	669
ENSMUSG00000081441.3	0	0	0
ENSMUSG00000067879.3	5598	6180	2
ENSMUSG00000099827.1	0	0	0
ENSMUSG00000025912.14	43	43	0
ENSMUSG00000045210.8	1711	1809	1
ENSMUSG00000097893.5	1	1	99
ENSMUSG00000025915.12	186	185	1
ENSMUSG00000046334.4	0	0	0
ENSMUSG00000088916.1	0	0	0
ENSMUSG00000046101.14	10	10	7
ENSMUSG00000098234.5	107	112	2
ENSMUSG00000093178.1	0	0	0
ENSMUSG00000099032.2	4	4	0
ENSMUSG00000104025.1	0	0	0
ENSMUSG00000025916.8	6	6	0
ENSMUSG00000087199.1	0	0	0
ENSMUSG00000095780.1	0	0	0
ENSMUSG00000025917.7	933	940	0
ENSMUSG00000056763.14	187	185	9
ENSMUSG00000102356.1	0	0	0
ENSMUSG00000067851.9	1800	1798	2
ENSMUSG00000088153.1	0	0	0
ENSMUSG00000102556.1	0	0	0
ENSMUSG00000042501.10	18	18	0
ENSMUSG00000103810.1	0	0	0
ENSMUSG00000083422.1	0	0	0
ENSMUSG00000094979.1	0	0	0
ENSMUSG00000081417.1	0	0	0
ENSMUSG00000103448.1	0	0	0
ENSMUSG00000100212.1	0	0	0
ENSMUSG00000100648.1	0	0	0
ENSMUSG00000088585.1	0	0	0
ENSMUSG00000048960.11	2701	2695	6
ENSMUSG00000077318.1	0	0	0
ENSMUSG00000101827.1	0	0	0
ENSMUSG00000103494.1	0	0	0
ENSMUSG00000057715.11	1983	1983	0
ENSMUSG00000103825.1	0	0	0
ENSMUSG00000099845.1	0	0	0
ENSMUSG00000103561.1	0	0	0
ENSMUSG00000101610.1	0	0	0
ENSMUSG00000093864.1	0	0	0
ENSMUSG00000098555.1	0	0	0
ENSMUSG00000097628.1	3	3	0
ENSMUSG00000098163.1	0	0	0
ENSMUSG00000097171.1	0	0	0
ENSMUSG00000101314.1	0	0	0
ENSMUSG00000016918.13	332	331	1
ENSMUSG00000025938.14	18	18	0
ENSMUSG00000104518.1	0	0	0
ENSMUSG00000069620.6	0	0	0
ENSMUSG00000099498.1	0	0	0
ENSMUSG00000042414.7	1	1	0
ENSMUSG00000005886.12	2037	2035	2
ENSMUSG00000103506.1	1	1	0
ENSMUSG00000103495.1	0	0	0
ENSMUSG00000099183.1	0	0	0
ENSMUSG00000102639.1	0	0	0
ENSMUSG00000104170.1	0	0	0
ENSMUSG00000087782.1	0	0	0
ENSMUSG00000103085.1	0	0	0
ENSMUSG00000102664.1	0	0	0
ENSMUSG00000101476.1	1	1	0
ENSMUSG00000101171.1	0	0	0
ENSMUSG00000025935.8	615	615	0
ENSMUSG00000025937.6	186	185	1
ENSMUSG00000102982.1	1	1	0
ENSMUSG00000067813.3	1	1	0
ENSMUSG00000077368.1	0	0	0
ENSMUSG00000097711.1	1	1	0
ENSMUSG00000102166.1	0	0	0
ENSMUSG00000089358.1	0	0	0
ENSMUSG00000104209.1	0	0	0
ENSMUSG00000025932.12	285	285	0
ENSMUSG00000095853.1	0	0	0
ENSMUSG00000102588.1	0	0	0
ENSMUSG00000054493.2	13	17	0
ENSMUSG00000025930.6	10	10	4
ENSMUSG00000103492.1	12	12	0
ENSMUSG00000081201.1	1	1	0
ENSMUSG00000082193.1	0	0	0
ENSMUSG00000032769.4	9	9	0
ENSMUSG00000088159.1	0	0	0
ENSMUSG00000073737.3	0	0	0
ENSMUSG00000092083.4	588	588	0
ENSMUSG00000102937.1	0	0	0
ENSMUSG00000104149.1	0	0	0
ENSMUSG00000088829.1	1	0	1
ENSMUSG00000077377.1	0	0	0
ENSMUSG00000101652.1	0	0	0
ENSMUSG00000100814.1	0	0	0
ENSMUSG00000025925.12	78	78	0
ENSMUSG00000104379.1	7	12	5
ENSMUSG00000032719.4	5	7	8
ENSMUSG00000088943.1	0	0	0
ENSMUSG00000100652.1	0	0	0
ENSMUSG00000067795.11	4	4	0
ENSMUSG00000043716.11	3720	3720	0
ENSMUSG00000025921.7	151	151	0
ENSMUSG00000104165.1	1	1	0
ENSMUSG00000100868.1	1	0	1
ENSMUSG00000025920.17	2732	2731	1
ENSMUSG00000089982.5	2	1	1
ENSMUSG00000025939.15	949	1021	0
ENSMUSG00000102457.1	1	0	73
ENSMUSG00000079658.7	1867	1860	7
ENSMUSG00000097744.1	0	0	0
ENSMUSG00000100959.1	0	0	0
ENSMUSG00000025940.6	558	558	0
ENSMUSG00000025779.8	11	10	1
ENSMUSG00000100093.1	0	0	0
ENSMUSG00000091020.3	1	1	0
ENSMUSG00000101640.1	0	0	8
ENSMUSG00000104133.1	0	0	0
ENSMUSG00000042686.5	229	237	0
ENSMUSG00000100110.1	0	0	0
ENSMUSG00000025777.8	1450	1448	2
ENSMUSG00000099899.1	0	0	0
ENSMUSG00000100272.1	0	0	0
ENSMUSG00000100398.1	1	1	0
ENSMUSG00000101589.1	1	1	0
ENSMUSG00000102048.1	0	0	0
ENSMUSG00000089534.1	0	0	0
ENSMUSG00000067780.3	9	8	1
ENSMUSG00000100053.1	4	4	0
ENSMUSG00000085125.5	3	5	6
ENSMUSG00000025776.11	98	103	3
ENSMUSG00000099895.1	0	0	0
