N_unmapped	627355	627355	627355
N_multimapping	2449313	2449313	2449313
N_noFeature	3173737	16229350	16215044
N_ambiguous	959815	169354	164700
ENSMUSG00000102693.1	0	0	0
ENSMUSG00000064842.1	0	0	0
ENSMUSG00000051951.5	1292	649	643
ENSMUSG00000102851.1	2	1	1
ENSMUSG00000103377.1	0	0	0
ENSMUSG00000104017.1	4	2	2
ENSMUSG00000103025.1	0	0	0
ENSMUSG00000089699.1	0	0	0
ENSMUSG00000103201.1	0	0	0
ENSMUSG00000103147.1	2	1	1
ENSMUSG00000103161.1	4	2	2
ENSMUSG00000102331.1	30	15	15
ENSMUSG00000102348.1	4	2	2
ENSMUSG00000102592.1	0	0	0
ENSMUSG00000088333.2	0	0	0
ENSMUSG00000102343.1	0	0	0
ENSMUSG00000102948.1	0	0	0
ENSMUSG00000025900.8	2	1	1
ENSMUSG00000104123.1	0	0	0
ENSMUSG00000025902.11	81	43	43
ENSMUSG00000104238.1	2	3	4
ENSMUSG00000102269.1	2	1	1
ENSMUSG00000096126.1	1	0	1
ENSMUSG00000103003.1	0	0	0
ENSMUSG00000104328.1	0	0	0
ENSMUSG00000102735.1	0	0	0
ENSMUSG00000098104.1	0	0	0
ENSMUSG00000102175.1	0	0	0
ENSMUSG00000088000.1	6	3	3
ENSMUSG00000103265.1	0	0	0
ENSMUSG00000103922.1	55	29	26
ENSMUSG00000033845.11	633	315	318
ENSMUSG00000102275.1	7	4	3
ENSMUSG00000025903.12	198	95	103
ENSMUSG00000104217.1	0	0	0
ENSMUSG00000033813.13	656	291	365
ENSMUSG00000062588.4	2	2	0
ENSMUSG00000103280.1	57	28	29
ENSMUSG00000002459.15	593	296	299
ENSMUSG00000091305.1	1	1	0
ENSMUSG00000102653.1	2	1	1
ENSMUSG00000085623.1	9	4	5
ENSMUSG00000091665.1	4	2	2
ENSMUSG00000033793.10	3482	1749	1735
ENSMUSG00000104352.1	0	0	0
ENSMUSG00000104046.1	6	3	3
ENSMUSG00000102907.1	2	1	1
ENSMUSG00000025905.11	30	15	15
ENSMUSG00000103936.1	0	0	0
ENSMUSG00000093015.1	0	0	0
ENSMUSG00000103519.1	0	0	0
ENSMUSG00000033774.4	58	29	29
ENSMUSG00000103090.1	0	0	0
ENSMUSG00000025907.12	2094	1052	1050
ENSMUSG00000090031.2	64	35	37
ENSMUSG00000087247.3	0	0	0
ENSMUSG00000103355.1	0	0	0
ENSMUSG00000102706.1	0	0	0
ENSMUSG00000103845.1	24	11	13
ENSMUSG00000033740.15	101	50	51
ENSMUSG00000103329.2	4	2	2
ENSMUSG00000104385.1	0	0	0
ENSMUSG00000102135.1	0	0	0
ENSMUSG00000103282.1	0	0	0
ENSMUSG00000102534.1	0	0	0
ENSMUSG00000102213.1	0	0	0
ENSMUSG00000103629.1	0	0	0
ENSMUSG00000051285.15	2119	1074	1045
ENSMUSG00000098201.1	0	0	0
ENSMUSG00000103509.1	155	83	72
ENSMUSG00000048538.7	0	0	0
ENSMUSG00000103709.1	0	0	0
ENSMUSG00000077244.1	0	0	0
ENSMUSG00000102768.1	2	1	1
ENSMUSG00000097797.4	36	17	19
ENSMUSG00000103498.1	0	0	0
ENSMUSG00000103067.1	0	0	0
ENSMUSG00000102320.1	0	0	0
ENSMUSG00000104226.1	0	0	0
ENSMUSG00000103903.1	0	0	0
ENSMUSG00000103557.1	0	0	0
ENSMUSG00000025909.14	469	235	234
ENSMUSG00000102647.1	4	2	2
ENSMUSG00000086235.1	4	2	2
ENSMUSG00000102253.1	0	0	0
ENSMUSG00000093970.1	0	0	0
ENSMUSG00000103884.1	0	0	0
ENSMUSG00000084353.1	0	0	0
ENSMUSG00000103933.1	3	1	2
ENSMUSG00000076135.1	0	0	0
ENSMUSG00000086195.1	0	0	0
ENSMUSG00000104504.1	0	0	0
ENSMUSG00000066693.2	2	1	1
ENSMUSG00000102316.1	1	0	1
ENSMUSG00000103819.1	0	0	0
ENSMUSG00000102871.1	2	1	1
ENSMUSG00000101571.2	0	0	0
ENSMUSG00000104428.1	0	0	0
ENSMUSG00000102272.1	0	0	0
ENSMUSG00000065625.1	0	0	0
ENSMUSG00000103411.1	0	0	0
ENSMUSG00000061024.8	387	193	194
ENSMUSG00000025911.12	433	259	263
ENSMUSG00000079671.6	62	439	473
ENSMUSG00000081441.3	2	1	1
ENSMUSG00000067879.3	7229	3989	4001
ENSMUSG00000099827.1	0	0	0
ENSMUSG00000025912.14	52	26	26
ENSMUSG00000045210.8	1531	851	849
ENSMUSG00000097893.5	4	84	89
ENSMUSG00000025915.12	304	152	152
ENSMUSG00000046334.4	0	0	0
ENSMUSG00000088916.1	0	0	0
ENSMUSG00000046101.14	0	7	3
ENSMUSG00000098234.5	134	73	71
ENSMUSG00000093178.1	0	0	0
ENSMUSG00000099032.2	4	2	2
ENSMUSG00000104025.1	0	0	0
ENSMUSG00000025916.8	8	4	4
ENSMUSG00000087199.1	0	0	0
ENSMUSG00000095780.1	0	0	0
ENSMUSG00000025917.7	1739	872	869
ENSMUSG00000056763.14	740	369	373
ENSMUSG00000102356.1	0	0	0
ENSMUSG00000067851.9	2879	1438	1441
ENSMUSG00000088153.1	0	0	0
ENSMUSG00000102556.1	0	0	0
ENSMUSG00000042501.10	4	2	2
ENSMUSG00000103810.1	0	0	0
ENSMUSG00000083422.1	0	0	0
ENSMUSG00000094979.1	0	0	0
ENSMUSG00000081417.1	0	0	0
ENSMUSG00000103448.1	0	0	0
ENSMUSG00000100212.1	2	1	1
